imagepath,videopath,video_num_frames,video_classes_present,video_name,video_category,video_total_targets,frame_number,frame_num_targets,split
G:\2025-05-14_videos_annotated\images\A03_32b2a7d8-0191-3a2a-84f9-b03c343caea6_99.jpg,A03_32b2a7d8-0191-3a2a-84f9-b03c343caea6,10,,A03_32b2a7d8-0191-3a2a-84f9-b03c343caea6,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_2561ed10-dae8-3aa5-9413-add2b6dc4661_0.jpg,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,10,,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_2561ed10-dae8-3aa5-9413-add2b6dc4661_124.jpg,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,10,,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_2561ed10-dae8-3aa5-9413-add2b6dc4661_149.jpg,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,10,,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_2561ed10-dae8-3aa5-9413-add2b6dc4661_174.jpg,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,10,,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_2561ed10-dae8-3aa5-9413-add2b6dc4661_199.jpg,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,10,,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_2561ed10-dae8-3aa5-9413-add2b6dc4661_224.jpg,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,10,,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_2561ed10-dae8-3aa5-9413-add2b6dc4661_24.jpg,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,10,,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_2561ed10-dae8-3aa5-9413-add2b6dc4661_49.jpg,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,10,,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_2561ed10-dae8-3aa5-9413-add2b6dc4661_74.jpg,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,10,,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_2561ed10-dae8-3aa5-9413-add2b6dc4661_99.jpg,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,10,,A03_2561ed10-dae8-3aa5-9413-add2b6dc4661,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6_0.jpg,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,10,,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6_124.jpg,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,10,,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6_149.jpg,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,10,,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6_174.jpg,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,10,,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6_199.jpg,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,10,,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6_224.jpg,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,10,,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6_24.jpg,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,10,,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6_49.jpg,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,10,,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6_74.jpg,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,10,,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6_99.jpg,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,10,,A03_0c28f5e2-10b7-3027-bab7-7e2a7da659d6,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_16f7f73f-989b-3e42-b5e2-41a21765335c_0.jpg,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,10,4,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,target,7,0,0,train
G:\2025-05-14_videos_annotated\images\A03_16f7f73f-989b-3e42-b5e2-41a21765335c_124.jpg,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,10,4,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,target,7,124,1,train
G:\2025-05-14_videos_annotated\images\A03_16f7f73f-989b-3e42-b5e2-41a21765335c_149.jpg,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,10,4,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,target,7,149,1,train
G:\2025-05-14_videos_annotated\images\A03_16f7f73f-989b-3e42-b5e2-41a21765335c_174.jpg,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,10,4,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,target,7,174,1,train
G:\2025-05-14_videos_annotated\images\A03_16f7f73f-989b-3e42-b5e2-41a21765335c_199.jpg,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,10,4,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,target,7,199,1,train
G:\2025-05-14_videos_annotated\images\A03_16f7f73f-989b-3e42-b5e2-41a21765335c_224.jpg,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,10,4,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,target,7,224,0,train
G:\2025-05-14_videos_annotated\images\A03_16f7f73f-989b-3e42-b5e2-41a21765335c_24.jpg,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,10,4,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,target,7,24,0,train
G:\2025-05-14_videos_annotated\images\A03_16f7f73f-989b-3e42-b5e2-41a21765335c_49.jpg,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,10,4,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,target,7,49,1,train
G:\2025-05-14_videos_annotated\images\A03_16f7f73f-989b-3e42-b5e2-41a21765335c_74.jpg,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,10,4,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,target,7,74,1,train
G:\2025-05-14_videos_annotated\images\A03_16f7f73f-989b-3e42-b5e2-41a21765335c_99.jpg,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,10,4,A03_16f7f73f-989b-3e42-b5e2-41a21765335c,target,7,99,1,train
G:\2025-05-14_videos_annotated\images\A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1_0.jpg,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,10,,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1_124.jpg,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,10,,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1_149.jpg,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,10,,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1_174.jpg,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,10,,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1_199.jpg,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,10,,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1_224.jpg,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,10,,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1_24.jpg,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,10,,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1_49.jpg,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,10,,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1_74.jpg,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,10,,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1_99.jpg,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,10,,A03_19760629-1c60-3c00-8b30-b0c5c0dd0ca1,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_29d107d1-1165-3e96-bb2a-be6139f0f11d_0.jpg,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,10,,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_29d107d1-1165-3e96-bb2a-be6139f0f11d_124.jpg,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,10,,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_29d107d1-1165-3e96-bb2a-be6139f0f11d_149.jpg,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,10,,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_29d107d1-1165-3e96-bb2a-be6139f0f11d_174.jpg,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,10,,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_29d107d1-1165-3e96-bb2a-be6139f0f11d_199.jpg,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,10,,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_29d107d1-1165-3e96-bb2a-be6139f0f11d_224.jpg,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,10,,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_29d107d1-1165-3e96-bb2a-be6139f0f11d_24.jpg,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,10,,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_29d107d1-1165-3e96-bb2a-be6139f0f11d_49.jpg,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,10,,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_29d107d1-1165-3e96-bb2a-be6139f0f11d_74.jpg,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,10,,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_29d107d1-1165-3e96-bb2a-be6139f0f11d_99.jpg,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,10,,A03_29d107d1-1165-3e96-bb2a-be6139f0f11d,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_21683653-1c64-3354-99fe-ba676e1cd9de_0.jpg,A03_21683653-1c64-3354-99fe-ba676e1cd9de,10,,A03_21683653-1c64-3354-99fe-ba676e1cd9de,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_21683653-1c64-3354-99fe-ba676e1cd9de_124.jpg,A03_21683653-1c64-3354-99fe-ba676e1cd9de,10,,A03_21683653-1c64-3354-99fe-ba676e1cd9de,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_21683653-1c64-3354-99fe-ba676e1cd9de_149.jpg,A03_21683653-1c64-3354-99fe-ba676e1cd9de,10,,A03_21683653-1c64-3354-99fe-ba676e1cd9de,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_21683653-1c64-3354-99fe-ba676e1cd9de_174.jpg,A03_21683653-1c64-3354-99fe-ba676e1cd9de,10,,A03_21683653-1c64-3354-99fe-ba676e1cd9de,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_21683653-1c64-3354-99fe-ba676e1cd9de_199.jpg,A03_21683653-1c64-3354-99fe-ba676e1cd9de,10,,A03_21683653-1c64-3354-99fe-ba676e1cd9de,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_21683653-1c64-3354-99fe-ba676e1cd9de_224.jpg,A03_21683653-1c64-3354-99fe-ba676e1cd9de,10,,A03_21683653-1c64-3354-99fe-ba676e1cd9de,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_21683653-1c64-3354-99fe-ba676e1cd9de_24.jpg,A03_21683653-1c64-3354-99fe-ba676e1cd9de,10,,A03_21683653-1c64-3354-99fe-ba676e1cd9de,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_21683653-1c64-3354-99fe-ba676e1cd9de_49.jpg,A03_21683653-1c64-3354-99fe-ba676e1cd9de,10,,A03_21683653-1c64-3354-99fe-ba676e1cd9de,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_21683653-1c64-3354-99fe-ba676e1cd9de_74.jpg,A03_21683653-1c64-3354-99fe-ba676e1cd9de,10,,A03_21683653-1c64-3354-99fe-ba676e1cd9de,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_21683653-1c64-3354-99fe-ba676e1cd9de_99.jpg,A03_21683653-1c64-3354-99fe-ba676e1cd9de,10,,A03_21683653-1c64-3354-99fe-ba676e1cd9de,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_328fd62c-c543-3196-a90b-37ad3b9ce385_0.jpg,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,10,,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_328fd62c-c543-3196-a90b-37ad3b9ce385_124.jpg,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,10,,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_328fd62c-c543-3196-a90b-37ad3b9ce385_149.jpg,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,10,,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_328fd62c-c543-3196-a90b-37ad3b9ce385_174.jpg,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,10,,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_328fd62c-c543-3196-a90b-37ad3b9ce385_199.jpg,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,10,,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_328fd62c-c543-3196-a90b-37ad3b9ce385_224.jpg,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,10,,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_328fd62c-c543-3196-a90b-37ad3b9ce385_24.jpg,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,10,,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_328fd62c-c543-3196-a90b-37ad3b9ce385_49.jpg,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,10,,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_328fd62c-c543-3196-a90b-37ad3b9ce385_74.jpg,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,10,,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_328fd62c-c543-3196-a90b-37ad3b9ce385_99.jpg,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,10,,A03_328fd62c-c543-3196-a90b-37ad3b9ce385,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_37ad5371-0de3-391a-8235-8340791dcdf8_0.jpg,A03_37ad5371-0de3-391a-8235-8340791dcdf8,10,,A03_37ad5371-0de3-391a-8235-8340791dcdf8,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_37ad5371-0de3-391a-8235-8340791dcdf8_123.jpg,A03_37ad5371-0de3-391a-8235-8340791dcdf8,10,,A03_37ad5371-0de3-391a-8235-8340791dcdf8,background,0,123,0,train
G:\2025-05-14_videos_annotated\images\A03_37ad5371-0de3-391a-8235-8340791dcdf8_148.jpg,A03_37ad5371-0de3-391a-8235-8340791dcdf8,10,,A03_37ad5371-0de3-391a-8235-8340791dcdf8,background,0,148,0,train
G:\2025-05-14_videos_annotated\images\A03_37ad5371-0de3-391a-8235-8340791dcdf8_173.jpg,A03_37ad5371-0de3-391a-8235-8340791dcdf8,10,,A03_37ad5371-0de3-391a-8235-8340791dcdf8,background,0,173,0,train
G:\2025-05-14_videos_annotated\images\A03_37ad5371-0de3-391a-8235-8340791dcdf8_198.jpg,A03_37ad5371-0de3-391a-8235-8340791dcdf8,10,,A03_37ad5371-0de3-391a-8235-8340791dcdf8,background,0,198,0,train
G:\2025-05-14_videos_annotated\images\A03_37ad5371-0de3-391a-8235-8340791dcdf8_223.jpg,A03_37ad5371-0de3-391a-8235-8340791dcdf8,10,,A03_37ad5371-0de3-391a-8235-8340791dcdf8,background,0,223,0,train
G:\2025-05-14_videos_annotated\images\A03_37ad5371-0de3-391a-8235-8340791dcdf8_24.jpg,A03_37ad5371-0de3-391a-8235-8340791dcdf8,10,,A03_37ad5371-0de3-391a-8235-8340791dcdf8,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_37ad5371-0de3-391a-8235-8340791dcdf8_49.jpg,A03_37ad5371-0de3-391a-8235-8340791dcdf8,10,,A03_37ad5371-0de3-391a-8235-8340791dcdf8,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_37ad5371-0de3-391a-8235-8340791dcdf8_74.jpg,A03_37ad5371-0de3-391a-8235-8340791dcdf8,10,,A03_37ad5371-0de3-391a-8235-8340791dcdf8,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_37ad5371-0de3-391a-8235-8340791dcdf8_99.jpg,A03_37ad5371-0de3-391a-8235-8340791dcdf8,10,,A03_37ad5371-0de3-391a-8235-8340791dcdf8,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec_0.jpg,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,10,,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec_124.jpg,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,10,,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec_149.jpg,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,10,,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec_174.jpg,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,10,,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec_199.jpg,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,10,,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec_224.jpg,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,10,,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec_24.jpg,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,10,,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec_49.jpg,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,10,,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec_74.jpg,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,10,,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec_99.jpg,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,10,,A03_2dc7c55e-a2ba-38aa-9889-bb37d9e48eec,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_0.jpg,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,10,,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_124.jpg,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,10,,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_149.jpg,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,10,,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_174.jpg,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,10,,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_199.jpg,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,10,,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_224.jpg,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,10,,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_24.jpg,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,10,,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_49.jpg,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,10,,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_74.jpg,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,10,,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_23cc378d-f2cd-3124-863f-c5a594eb8121_99.jpg,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,10,,A03_23cc378d-f2cd-3124-863f-c5a594eb8121,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd_0.jpg,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,10,,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd_124.jpg,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,10,,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd_149.jpg,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,10,,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd_174.jpg,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,10,,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd_199.jpg,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,10,,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd_224.jpg,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,10,,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd_24.jpg,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,10,,A03_1858d8e0-764b-3f19-84dc-42f4e9b629dd,background,0,24,0,train
