image_path,image_width,image_height,image_format,num_targets,classes,has_annotations,video_path,video_name,frame_number
G:\2025-05-14_videos_annotated\images\A03_0ec64402-eff1-39a0-bcbd-1f3b383e00dc_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0ec64402-eff1-39a0-bcbd-1f3b383e00dc.mp4,A03_0ec64402-eff1-39a0-bcbd-1f3b383e00dc,49
G:\2025-05-14_videos_annotated\images\A03_0ec64402-eff1-39a0-bcbd-1f3b383e00dc_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0ec64402-eff1-39a0-bcbd-1f3b383e00dc.mp4,A03_0ec64402-eff1-39a0-bcbd-1f3b383e00dc,74
G:\2025-05-14_videos_annotated\images\A03_0ec64402-eff1-39a0-bcbd-1f3b383e00dc_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0ec64402-eff1-39a0-bcbd-1f3b383e00dc.mp4,A03_0ec64402-eff1-39a0-bcbd-1f3b383e00dc,99
G:\2025-05-14_videos_annotated\images\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6.mp4,A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6,0
G:\2025-05-14_videos_annotated\images\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6.mp4,A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6,124
G:\2025-05-14_videos_annotated\images\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6.mp4,A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6,149
G:\2025-05-14_videos_annotated\images\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6.mp4,A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6,174
G:\2025-05-14_videos_annotated\images\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6.mp4,A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6,199
G:\2025-05-14_videos_annotated\images\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6.mp4,A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6,224
G:\2025-05-14_videos_annotated\images\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6.mp4,A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6,24
G:\2025-05-14_videos_annotated\images\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6.mp4,A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6,49
G:\2025-05-14_videos_annotated\images\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6.mp4,A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6,74
G:\2025-05-14_videos_annotated\images\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6.mp4,A03_0efbbe97-25e4-39d7-a26a-dbc1e0feadb6,99
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,0
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,124
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,149
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,174
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,199
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,224
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,24
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,49
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_52.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,52
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_54.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,54
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_56.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,56
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_58.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,58
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_60.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,60
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_62.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,62
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_64.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,64
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_65.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,65
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_66.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,66
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_67.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,67
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_68.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,68
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_69.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,69
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_70.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,70
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_71.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,71
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_72.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,72
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_73.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,73
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_74.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,74
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_75.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,75
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_76.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,76
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_77.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,77
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_78.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,78
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_81.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,81
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_84.jpg,1920,1080,JPEG,1,Bird,Yes,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,84
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_87.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,87
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_90.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,90
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_93.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,93
G:\2025-05-14_videos_annotated\images\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301.mp4,A03_0f1635c2-d429-3eb1-8bc1-7a459dd6f301,99
G:\2025-05-14_videos_annotated\images\A03_0f35a636-2aaf-308f-b667-c9c6da990fac_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35a636-2aaf-308f-b667-c9c6da990fac.mp4,A03_0f35a636-2aaf-308f-b667-c9c6da990fac,0
G:\2025-05-14_videos_annotated\images\A03_0f35a636-2aaf-308f-b667-c9c6da990fac_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35a636-2aaf-308f-b667-c9c6da990fac.mp4,A03_0f35a636-2aaf-308f-b667-c9c6da990fac,124
G:\2025-05-14_videos_annotated\images\A03_0f35a636-2aaf-308f-b667-c9c6da990fac_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35a636-2aaf-308f-b667-c9c6da990fac.mp4,A03_0f35a636-2aaf-308f-b667-c9c6da990fac,149
G:\2025-05-14_videos_annotated\images\A03_0f35a636-2aaf-308f-b667-c9c6da990fac_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35a636-2aaf-308f-b667-c9c6da990fac.mp4,A03_0f35a636-2aaf-308f-b667-c9c6da990fac,174
G:\2025-05-14_videos_annotated\images\A03_0f35a636-2aaf-308f-b667-c9c6da990fac_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35a636-2aaf-308f-b667-c9c6da990fac.mp4,A03_0f35a636-2aaf-308f-b667-c9c6da990fac,199
G:\2025-05-14_videos_annotated\images\A03_0f35a636-2aaf-308f-b667-c9c6da990fac_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35a636-2aaf-308f-b667-c9c6da990fac.mp4,A03_0f35a636-2aaf-308f-b667-c9c6da990fac,224
G:\2025-05-14_videos_annotated\images\A03_0f35a636-2aaf-308f-b667-c9c6da990fac_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35a636-2aaf-308f-b667-c9c6da990fac.mp4,A03_0f35a636-2aaf-308f-b667-c9c6da990fac,24
G:\2025-05-14_videos_annotated\images\A03_0f35a636-2aaf-308f-b667-c9c6da990fac_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35a636-2aaf-308f-b667-c9c6da990fac.mp4,A03_0f35a636-2aaf-308f-b667-c9c6da990fac,49
G:\2025-05-14_videos_annotated\images\A03_0f35a636-2aaf-308f-b667-c9c6da990fac_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35a636-2aaf-308f-b667-c9c6da990fac.mp4,A03_0f35a636-2aaf-308f-b667-c9c6da990fac,74
G:\2025-05-14_videos_annotated\images\A03_0f35a636-2aaf-308f-b667-c9c6da990fac_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35a636-2aaf-308f-b667-c9c6da990fac.mp4,A03_0f35a636-2aaf-308f-b667-c9c6da990fac,99
G:\2025-05-14_videos_annotated\images\A03_0f35f1f2-779e-35d1-94cd-76bada89c192_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35f1f2-779e-35d1-94cd-76bada89c192.mp4,A03_0f35f1f2-779e-35d1-94cd-76bada89c192,0
G:\2025-05-14_videos_annotated\images\A03_0f35f1f2-779e-35d1-94cd-76bada89c192_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35f1f2-779e-35d1-94cd-76bada89c192.mp4,A03_0f35f1f2-779e-35d1-94cd-76bada89c192,124
G:\2025-05-14_videos_annotated\images\A03_0f35f1f2-779e-35d1-94cd-76bada89c192_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35f1f2-779e-35d1-94cd-76bada89c192.mp4,A03_0f35f1f2-779e-35d1-94cd-76bada89c192,149
G:\2025-05-14_videos_annotated\images\A03_0f35f1f2-779e-35d1-94cd-76bada89c192_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35f1f2-779e-35d1-94cd-76bada89c192.mp4,A03_0f35f1f2-779e-35d1-94cd-76bada89c192,174
G:\2025-05-14_videos_annotated\images\A03_0f35f1f2-779e-35d1-94cd-76bada89c192_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35f1f2-779e-35d1-94cd-76bada89c192.mp4,A03_0f35f1f2-779e-35d1-94cd-76bada89c192,199
G:\2025-05-14_videos_annotated\images\A03_0f35f1f2-779e-35d1-94cd-76bada89c192_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35f1f2-779e-35d1-94cd-76bada89c192.mp4,A03_0f35f1f2-779e-35d1-94cd-76bada89c192,224
G:\2025-05-14_videos_annotated\images\A03_0f35f1f2-779e-35d1-94cd-76bada89c192_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35f1f2-779e-35d1-94cd-76bada89c192.mp4,A03_0f35f1f2-779e-35d1-94cd-76bada89c192,24
G:\2025-05-14_videos_annotated\images\A03_0f35f1f2-779e-35d1-94cd-76bada89c192_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35f1f2-779e-35d1-94cd-76bada89c192.mp4,A03_0f35f1f2-779e-35d1-94cd-76bada89c192,49
G:\2025-05-14_videos_annotated\images\A03_0f35f1f2-779e-35d1-94cd-76bada89c192_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35f1f2-779e-35d1-94cd-76bada89c192.mp4,A03_0f35f1f2-779e-35d1-94cd-76bada89c192,74
G:\2025-05-14_videos_annotated\images\A03_0f35f1f2-779e-35d1-94cd-76bada89c192_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f35f1f2-779e-35d1-94cd-76bada89c192.mp4,A03_0f35f1f2-779e-35d1-94cd-76bada89c192,99
G:\2025-05-14_videos_annotated\images\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7.mp4,A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7,0
G:\2025-05-14_videos_annotated\images\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7.mp4,A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7,124
G:\2025-05-14_videos_annotated\images\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7.mp4,A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7,149
G:\2025-05-14_videos_annotated\images\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7_174.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7.mp4,A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7,174
G:\2025-05-14_videos_annotated\images\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7_199.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7.mp4,A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7,199
G:\2025-05-14_videos_annotated\images\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7.mp4,A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7,224
G:\2025-05-14_videos_annotated\images\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7.mp4,A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7,24
G:\2025-05-14_videos_annotated\images\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7.mp4,A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7,49
G:\2025-05-14_videos_annotated\images\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7_74.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7.mp4,A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7,74
G:\2025-05-14_videos_annotated\images\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7_99.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7.mp4,A03_0f51ca7a-e434-3a43-a4e8-4751e567f3b7,99
G:\2025-05-14_videos_annotated\images\A03_0f91377a-c001-32d1-aa78-bacb1d527d25_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f91377a-c001-32d1-aa78-bacb1d527d25.mp4,A03_0f91377a-c001-32d1-aa78-bacb1d527d25,0
G:\2025-05-14_videos_annotated\images\A03_0f91377a-c001-32d1-aa78-bacb1d527d25_124.jpg,1920,1080,JPEG,2,Bird,Yes,G:\2025-05-14\A03_0f91377a-c001-32d1-aa78-bacb1d527d25.mp4,A03_0f91377a-c001-32d1-aa78-bacb1d527d25,124
G:\2025-05-14_videos_annotated\images\A03_0f91377a-c001-32d1-aa78-bacb1d527d25_149.jpg,1920,1080,JPEG,2,Bird,Yes,G:\2025-05-14\A03_0f91377a-c001-32d1-aa78-bacb1d527d25.mp4,A03_0f91377a-c001-32d1-aa78-bacb1d527d25,149
G:\2025-05-14_videos_annotated\images\A03_0f91377a-c001-32d1-aa78-bacb1d527d25_174.jpg,1920,1080,JPEG,2,Bird,Yes,G:\2025-05-14\A03_0f91377a-c001-32d1-aa78-bacb1d527d25.mp4,A03_0f91377a-c001-32d1-aa78-bacb1d527d25,174
G:\2025-05-14_videos_annotated\images\A03_0f91377a-c001-32d1-aa78-bacb1d527d25_199.jpg,1920,1080,JPEG,2,Bird,Yes,G:\2025-05-14\A03_0f91377a-c001-32d1-aa78-bacb1d527d25.mp4,A03_0f91377a-c001-32d1-aa78-bacb1d527d25,199
G:\2025-05-14_videos_annotated\images\A03_0f91377a-c001-32d1-aa78-bacb1d527d25_224.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f91377a-c001-32d1-aa78-bacb1d527d25.mp4,A03_0f91377a-c001-32d1-aa78-bacb1d527d25,224
G:\2025-05-14_videos_annotated\images\A03_0f91377a-c001-32d1-aa78-bacb1d527d25_24.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f91377a-c001-32d1-aa78-bacb1d527d25.mp4,A03_0f91377a-c001-32d1-aa78-bacb1d527d25,24
G:\2025-05-14_videos_annotated\images\A03_0f91377a-c001-32d1-aa78-bacb1d527d25_49.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0f91377a-c001-32d1-aa78-bacb1d527d25.mp4,A03_0f91377a-c001-32d1-aa78-bacb1d527d25,49
G:\2025-05-14_videos_annotated\images\A03_0f91377a-c001-32d1-aa78-bacb1d527d25_74.jpg,1920,1080,JPEG,2,Bird,Yes,G:\2025-05-14\A03_0f91377a-c001-32d1-aa78-bacb1d527d25.mp4,A03_0f91377a-c001-32d1-aa78-bacb1d527d25,74
G:\2025-05-14_videos_annotated\images\A03_0f91377a-c001-32d1-aa78-bacb1d527d25_99.jpg,1920,1080,JPEG,2,Bird,Yes,G:\2025-05-14\A03_0f91377a-c001-32d1-aa78-bacb1d527d25.mp4,A03_0f91377a-c001-32d1-aa78-bacb1d527d25,99
G:\2025-05-14_videos_annotated\images\A03_0fb58008-61c6-3210-afc0-0f222e798c69_0.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0fb58008-61c6-3210-afc0-0f222e798c69.mp4,A03_0fb58008-61c6-3210-afc0-0f222e798c69,0
G:\2025-05-14_videos_annotated\images\A03_0fb58008-61c6-3210-afc0-0f222e798c69_124.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0fb58008-61c6-3210-afc0-0f222e798c69.mp4,A03_0fb58008-61c6-3210-afc0-0f222e798c69,124
G:\2025-05-14_videos_annotated\images\A03_0fb58008-61c6-3210-afc0-0f222e798c69_149.jpg,1920,1080,JPEG,0,Background,No,G:\2025-05-14\A03_0fb58008-61c6-3210-afc0-0f222e798c69.mp4,A03_0fb58008-61c6-3210-afc0-0f222e798c69,149
